Timestamp,id,type,X,Y
2014-6-07 08:01:40,704292,check-in,0,67
2014-6-07 08:02:20,704292,movement,1,67
2014-6-07 08:02:28,704292,movement,2,67
2014-6-07 08:02:36,704292,movement,3,66
2014-6-07 08:02:44,704292,movement,4,66
2014-6-07 08:02:52,704292,movement,5,66
2014-6-07 08:03:00,704292,movement,6,66
2014-6-07 08:03:08,704292,movement,7,67
2014-6-07 08:03:16,704292,movement,8,66
2014-6-07 08:03:24,704292,movement,9,67
2014-6-07 08:03:32,704292,movement,10,66
2014-6-07 08:03:40,704292,movement,11,67
2014-6-07 08:03:48,704292,movement,12,67
2014-6-07 08:03:56,704292,movement,13,66
2014-6-07 08:04:04,704292,movement,14,66
2014-6-07 08:04:12,704292,movement,15,67
2014-6-07 08:04:20,704292,movement,16,66
2014-6-07 08:04:28,704292,movement,17,67
2014-6-07 08:04:36,704292,movement,18,66
2014-6-07 08:04:44,704292,movement,19,66
2014-6-07 08:04:52,704292,movement,20,66
2014-6-07 08:05:00,704292,movement,21,67
2014-6-07 08:05:08,704292,movement,22,67
2014-6-07 08:05:16,704292,movement,23,66
2014-6-07 08:05:24,704292,movement,24,67
2014-6-07 08:05:32,704292,movement,25,67
2014-6-07 08:05:40,704292,movement,26,67
2014-6-07 08:05:48,704292,movement,27,67
2014-6-07 08:05:56,704292,movement,28,66
2014-6-07 08:06:04,704292,movement,29,67
2014-6-07 08:06:12,704292,movement,30,67
2014-6-07 08:06:20,704292,movement,31,67
2014-6-07 08:06:28,704292,movement,32,66
2014-6-07 08:06:36,704292,movement,33,65
2014-6-07 08:06:44,704292,movement,34,64
2014-6-07 08:06:52,704292,movement,34,63
2014-6-07 08:07:00,704292,movement,33,62
2014-6-07 08:07:08,704292,movement,32,61
2014-6-07 08:07:16,704292,movement,31,60
2014-6-07 08:07:24,704292,movement,30,60
2014-6-07 08:07:32,704292,movement,29,59
2014-6-07 08:07:40,704292,movement,28,58
2014-6-07 08:07:48,704292,movement,27,58
2014-6-07 08:07:56,704292,movement,26,57
2014-6-07 08:08:04,704292,movement,25,56
2014-6-07 08:08:12,704292,movement,24,55
2014-6-07 08:08:20,704292,movement,23,54
2014-6-07 08:08:28,704292,movement,22,53
2014-6-07 08:08:36,704292,movement,21,52
2014-6-07 08:08:44,704292,movement,20,51
2014-6-07 08:08:52,704292,movement,19,50
2014-6-07 08:09:00,704292,movement,18,49
2014-6-07 08:09:08,704292,movement,17,48
2014-6-07 08:09:16,704292,movement,17,47
2014-6-07 08:09:24,704292,movement,16,46
2014-6-07 08:09:32,704292,movement,16,45
2014-6-07 08:09:40,704292,movement,16,44
2014-6-07 08:09:48,704292,movement,17,43
2014-6-07 08:09:56,704292,movement,16,42
2014-6-07 08:10:04,704292,movement,15,41
2014-6-07 08:10:12,704292,movement,16,40
2014-6-07 08:10:20,704292,movement,17,39
2014-6-07 08:10:28,704292,movement,18,38
2014-6-07 08:10:36,704292,movement,19,39
2014-6-07 08:10:44,704292,movement,20,39
2014-6-07 08:10:52,704292,movement,21,40
2014-6-07 08:11:00,704292,movement,22,40
2014-6-07 08:11:08,704292,movement,23,39
2014-6-07 08:11:16,704292,movement,24,38
2014-6-07 08:11:24,704292,movement,25,39
2014-6-07 08:11:32,704292,movement,26,38
2014-6-07 08:11:40,704292,movement,27,37
2014-6-07 08:11:48,704292,movement,28,36
2014-6-07 08:11:56,704292,movement,29,36
2014-6-07 08:12:04,704292,movement,30,35
2014-6-07 08:12:12,704292,movement,31,34
2014-6-07 08:12:20,704292,movement,32,33
2014-6-07 08:12:24,704292,check-in,32,33
2014-6-07 08:19:21,704292,movement,31,34
2014-6-07 08:19:29,704292,movement,30,35
2014-6-07 08:19:37,704292,movement,29,36
2014-6-07 08:19:45,704292,movement,28,35
2014-6-07 08:19:53,704292,movement,27,35
2014-6-07 08:20:01,704292,movement,26,36
2014-6-07 08:20:09,704292,movement,25,37
2014-6-07 08:20:17,704292,movement,24,38
2014-6-07 08:20:25,704292,movement,23,39
2014-6-07 08:20:33,704292,movement,22,39
2014-6-07 08:20:41,704292,movement,21,40
2014-6-07 08:20:49,704292,movement,20,39
2014-6-07 08:20:57,704292,movement,19,38
2014-6-07 08:21:05,704292,movement,18,38
2014-6-07 08:21:13,704292,movement,17,39
2014-6-07 08:21:21,704292,movement,17,40
2014-6-07 08:21:29,704292,movement,16,41
2014-6-07 08:21:37,704292,movement,15,42
2014-6-07 08:21:45,704292,movement,14,43
2014-6-07 08:21:53,704292,movement,14,44
2014-6-07 08:22:01,704292,movement,15,45
2014-6-07 08:22:09,704292,movement,16,46
2014-6-07 08:22:17,704292,movement,17,47
2014-6-07 08:22:25,704292,movement,17,48
2014-6-07 08:22:33,704292,movement,18,49
2014-6-07 08:22:41,704292,movement,19,50
2014-6-07 08:22:49,704292,movement,20,51
2014-6-07 08:22:57,704292,movement,21,51
2014-6-07 08:23:05,704292,movement,22,52
2014-6-07 08:23:13,704292,movement,23,53
2014-6-07 08:23:21,704292,movement,24,54
2014-6-07 08:23:29,704292,movement,25,55
2014-6-07 08:23:37,704292,movement,26,56
2014-6-07 08:23:45,704292,movement,27,57
2014-6-07 08:23:53,704292,movement,28,58
2014-6-07 08:24:01,704292,movement,29,58
2014-6-07 08:24:09,704292,movement,30,59
2014-6-07 08:24:17,704292,movement,31,60
2014-6-07 08:24:25,704292,movement,32,61
2014-6-07 08:24:33,704292,movement,33,62
2014-6-07 08:24:41,704292,movement,34,63
2014-6-07 08:24:49,704292,movement,34,64
2014-6-07 08:24:57,704292,movement,34,65
2014-6-07 08:25:05,704292,movement,34,66
2014-6-07 08:25:13,704292,movement,34,67
2014-6-07 08:25:21,704292,movement,33,68
2014-6-07 08:25:29,704292,movement,33,69
2014-6-07 08:25:37,704292,movement,34,70
2014-6-07 08:25:45,704292,movement,35,71
2014-6-07 08:25:53,704292,movement,36,72
2014-6-07 08:26:01,704292,movement,37,73
2014-6-07 08:26:09,704292,movement,38,73
2014-6-07 08:26:17,704292,movement,39,74
2014-6-07 08:26:25,704292,movement,40,75
2014-6-07 08:26:33,704292,movement,41,76
2014-6-07 08:26:41,704292,movement,42,76
2014-6-07 08:26:49,704292,movement,43,77
2014-6-07 08:26:57,704292,movement,44,78
2014-6-07 08:27:05,704292,movement,45,79
2014-6-07 08:27:13,704292,movement,46,80
2014-6-07 08:27:21,704292,movement,47,81
2014-6-07 08:27:29,704292,movement,48,82
2014-6-07 08:27:37,704292,movement,48,83
2014-6-07 08:27:45,704292,movement,49,84
2014-6-07 08:27:53,704292,movement,48,85
2014-6-07 08:28:01,704292,movement,48,86
2014-6-07 08:28:09,704292,movement,48,87
2014-6-07 08:28:17,704292,movement,47,88
2014-6-07 08:28:25,704292,movement,46,89
2014-6-07 08:28:33,704292,movement,46,90
2014-6-07 08:28:41,704292,movement,45,91
2014-6-07 08:28:49,704292,movement,44,92
2014-6-07 08:28:57,704292,movement,43,93
2014-6-07 08:29:05,704292,movement,42,94
2014-6-07 08:29:13,704292,movement,41,94
2014-6-07 08:29:21,704292,movement,40,93
2014-6-07 08:29:29,704292,movement,39,92
2014-6-07 08:29:37,704292,movement,38,91
2014-6-07 08:29:45,704292,movement,38,90
2014-6-07 08:29:49,704292,check-in,38,90
2014-6-07 08:32:50,704292,movement,38,91
2014-6-07 08:32:58,704292,movement,39,92
2014-6-07 08:33:06,704292,movement,40,93
2014-6-07 08:33:14,704292,movement,41,94
2014-6-07 08:33:22,704292,movement,42,94
2014-6-07 08:33:30,704292,movement,43,93
2014-6-07 08:33:38,704292,movement,44,92
2014-6-07 08:33:46,704292,movement,45,91
2014-6-07 08:33:54,704292,movement,45,90
2014-6-07 08:34:02,704292,movement,46,89
2014-6-07 08:34:10,704292,movement,47,88
2014-6-07 08:34:18,704292,movement,47,87
2014-6-07 08:34:26,704292,movement,48,86
2014-6-07 08:34:34,704292,movement,48,85
2014-6-07 08:34:42,704292,movement,47,84
2014-6-07 08:34:50,704292,movement,47,83
2014-6-07 08:34:58,704292,movement,48,82
2014-6-07 08:35:06,704292,movement,47,81
2014-6-07 08:35:14,704292,movement,46,80
2014-6-07 08:35:22,704292,movement,45,79
2014-6-07 08:35:30,704292,movement,44,78
2014-6-07 08:35:38,704292,movement,43,78
2014-6-07 08:35:46,704292,movement,42,77
