Timestamp,id,type,X,Y
2014-6-06 08:00:16,1591741,check-in,63,99
2014-6-06 08:01:05,1591741,movement,64,98
2014-6-06 08:01:13,1591741,movement,64,97
2014-6-06 08:01:21,1591741,movement,64,96
2014-6-06 08:01:29,1591741,movement,64,95
2014-6-06 08:01:37,1591741,movement,64,94
2014-6-06 08:01:45,1591741,movement,64,93
2014-6-06 08:01:53,1591741,movement,64,92
2014-6-06 08:02:01,1591741,movement,63,91
2014-6-06 08:02:09,1591741,movement,62,90
2014-6-06 08:02:17,1591741,movement,61,89
2014-6-06 08:02:25,1591741,movement,60,88
2014-6-06 08:02:33,1591741,movement,59,87
2014-6-06 08:02:41,1591741,movement,58,86
2014-6-06 08:02:49,1591741,movement,58,85
2014-6-06 08:02:57,1591741,movement,57,84
2014-6-06 08:03:05,1591741,movement,58,83
2014-6-06 08:03:13,1591741,movement,58,82
2014-6-06 08:03:21,1591741,movement,57,81
2014-6-06 08:03:29,1591741,movement,57,80
2014-6-06 08:26:35,1591741,movement,58,79
2014-6-06 08:26:43,1591741,movement,57,78
2014-6-06 08:26:51,1591741,movement,58,77
2014-6-06 08:26:59,1591741,movement,58,76
2014-6-06 08:27:07,1591741,movement,58,75
2014-6-06 08:27:15,1591741,movement,58,74
2014-6-06 08:27:23,1591741,movement,58,73
2014-6-06 08:27:31,1591741,movement,58,72
2014-6-06 08:27:39,1591741,movement,57,71
2014-6-06 08:27:47,1591741,movement,58,70
2014-6-06 08:27:55,1591741,movement,58,69
2014-6-06 08:28:03,1591741,movement,58,68
2014-6-06 08:28:11,1591741,movement,59,67
2014-6-06 08:28:19,1591741,movement,59,66
2014-6-06 08:28:27,1591741,movement,58,65
2014-6-06 08:28:35,1591741,movement,57,64
2014-6-06 08:28:43,1591741,movement,57,63
2014-6-06 08:28:51,1591741,movement,58,62
2014-6-06 08:28:59,1591741,movement,58,61
2014-6-06 08:29:07,1591741,movement,57,60
2014-6-06 08:29:15,1591741,movement,57,59
2014-6-06 08:29:23,1591741,movement,57,58
2014-6-06 08:29:31,1591741,movement,58,57
2014-6-06 08:29:39,1591741,movement,59,56
2014-6-06 08:29:47,1591741,movement,60,55
2014-6-06 08:29:55,1591741,movement,61,56
2014-6-06 08:30:03,1591741,movement,62,55
2014-6-06 08:30:11,1591741,movement,63,56
2014-6-06 08:30:19,1591741,movement,64,55
2014-6-06 08:30:27,1591741,movement,65,54
2014-6-06 08:30:35,1591741,movement,66,53
2014-6-06 08:30:43,1591741,movement,65,52
2014-6-06 08:30:51,1591741,movement,65,51
2014-6-06 08:30:59,1591741,movement,65,50
2014-6-06 08:31:07,1591741,movement,66,49
2014-6-06 08:31:15,1591741,movement,66,48
2014-6-06 08:31:23,1591741,movement,66,47
2014-6-06 08:31:31,1591741,movement,65,46
2014-6-06 08:31:39,1591741,movement,64,45
2014-6-06 08:31:47,1591741,movement,63,44
2014-6-06 08:31:55,1591741,movement,64,43
2014-6-06 08:32:03,1591741,movement,65,42
2014-6-06 08:32:11,1591741,movement,66,42
2014-6-06 08:32:19,1591741,movement,67,41
2014-6-06 08:32:27,1591741,movement,68,42
2014-6-06 08:32:35,1591741,movement,69,41
2014-6-06 08:32:43,1591741,movement,70,42
2014-6-06 08:32:51,1591741,movement,71,42
2014-6-06 08:32:59,1591741,movement,72,43
2014-6-06 08:33:07,1591741,movement,73,44
2014-6-06 08:33:15,1591741,movement,74,45
2014-6-06 08:33:23,1591741,movement,75,46
2014-6-06 08:33:31,1591741,movement,76,47
2014-6-06 08:33:39,1591741,movement,77,47
2014-6-06 08:33:47,1591741,movement,78,48
2014-6-06 08:33:50,1591741,check-in,78,48
2014-6-06 08:36:21,1591741,movement,77,47
2014-6-06 08:36:29,1591741,movement,76,48
2014-6-06 08:36:37,1591741,movement,75,48
2014-6-06 08:36:45,1591741,movement,74,47
2014-6-06 08:36:53,1591741,movement,73,46
2014-6-06 08:37:01,1591741,movement,72,45
2014-6-06 08:37:09,1591741,movement,71,45
2014-6-06 08:37:17,1591741,movement,70,44
2014-6-06 08:37:25,1591741,movement,69,44
2014-6-06 08:37:28,1591741,check-in,69,44
2014-6-06 08:45:20,1591741,movement,68,43
2014-6-06 08:45:28,1591741,movement,67,42
2014-6-06 08:45:36,1591741,movement,66,41
2014-6-06 08:45:44,1591741,movement,65,41
2014-6-06 08:45:52,1591741,movement,64,41
2014-6-06 08:46:00,1591741,movement,63,41
2014-6-06 08:46:08,1591741,movement,62,42
2014-6-06 08:46:16,1591741,movement,61,43
2014-6-06 08:46:24,1591741,movement,60,44
2014-6-06 08:46:32,1591741,movement,59,45
2014-6-06 08:46:40,1591741,movement,58,46
2014-6-06 08:46:48,1591741,movement,57,47
2014-6-06 08:46:56,1591741,movement,56,48
2014-6-06 08:47:04,1591741,movement,55,49
2014-6-06 08:47:12,1591741,movement,55,50
2014-6-06 08:55:03,1591741,movement,55,49
2014-6-06 08:55:11,1591741,movement,56,48
2014-6-06 08:55:19,1591741,movement,57,47
2014-6-06 08:55:27,1591741,movement,58,46
2014-6-06 08:55:35,1591741,movement,59,45
2014-6-06 08:55:43,1591741,movement,60,44
2014-6-06 08:55:51,1591741,movement,61,43
2014-6-06 08:55:59,1591741,movement,62,43
2014-6-06 08:56:07,1591741,movement,63,42
2014-6-06 08:56:15,1591741,movement,64,43
2014-6-06 08:56:23,1591741,movement,65,42
2014-6-06 08:56:31,1591741,movement,66,41
2014-6-06 08:56:39,1591741,movement,67,41
2014-6-06 08:56:47,1591741,movement,68,42
2014-6-06 08:56:55,1591741,movement,69,42
2014-6-06 08:57:03,1591741,movement,70,43
2014-6-06 08:57:11,1591741,movement,71,42
2014-6-06 08:57:19,1591741,movement,72,43
2014-6-06 08:57:27,1591741,movement,73,44
2014-6-06 08:57:35,1591741,movement,74,45
2014-6-06 08:57:43,1591741,movement,75,46
2014-6-06 08:57:51,1591741,movement,76,47
2014-6-06 08:57:59,1591741,movement,77,47
2014-6-06 08:58:07,1591741,movement,78,47
2014-6-06 08:58:15,1591741,movement,79,48
2014-6-06 08:58:23,1591741,movement,80,47
2014-6-06 08:58:31,1591741,movement,81,46
2014-6-06 08:58:39,1591741,movement,82,45
2014-6-06 08:58:47,1591741,movement,83,44
2014-6-06 08:58:55,1591741,movement,84,44
2014-6-06 08:59:03,1591741,movement,85,43
2014-6-06 08:59:11,1591741,movement,86,44
2014-6-06 08:59:14,1591741,check-in,86,44
2014-6-06 09:03:20,1591741,movement,87,45
2014-6-06 09:03:28,1591741,movement,88,46
2014-6-06 09:03:36,1591741,movement,87,47
2014-6-06 09:03:44,1591741,movement,87,48
2014-6-06 09:03:52,1591741,movement,88,49
2014-6-06 09:04:00,1591741,movement,89,50
2014-6-06 09:04:08,1591741,movement,88,51
2014-6-06 09:04:16,1591741,movement,88,52
2014-6-06 09:04:24,1591741,movement,87,53
2014-6-06 09:04:32,1591741,movement,86,54
2014-6-06 09:04:40,1591741,movement,85,55
2014-6-06 09:04:48,1591741,movement,84,56
2014-6-06 09:04:56,1591741,movement,83,56
2014-6-06 09:05:04,1591741,movement,82,57
2014-6-06 09:05:12,1591741,movement,81,57
2014-6-06 09:05:20,1591741,movement,80,58
2014-6-06 09:05:28,1591741,movement,79,59
2014-6-06 09:05:36,1591741,movement,78,60
2014-6-06 09:05:44,1591741,movement,77,60
2014-6-06 09:05:52,1591741,movement,76,60
2014-6-06 09:06:00,1591741,movement,75,60
2014-6-06 09:06:08,1591741,movement,74,61
2014-6-06 09:06:16,1591741,movement,73,61
2014-6-06 09:06:24,1591741,movement,72,61
2014-6-06 09:06:32,1591741,movement,71,62
2014-6-06 09:06:40,1591741,movement,70,63
2014-6-06 09:06:48,1591741,movement,69,64
2014-6-06 09:06:56,1591741,movement,69,65
2014-6-06 09:07:04,1591741,movement,69,66
2014-6-06 09:07:12,1591741,movement,69,67
2014-6-06 09:07:20,1591741,movement,69,68
2014-6-06 09:07:28,1591741,movement,68,69
2014-6-06 09:07:36,1591741,movement,69,70
2014-6-06 09:07:44,1591741,movement,68,71
2014-6-06 09:07:52,1591741,movement,69,72
2014-6-06 09:29:21,1591741,movement,68,73
2014-6-06 09:29:29,1591741,movement,68,74
2014-6-06 09:29:37,1591741,movement,69,75
